# source,href-link,title,date   DON'T use "" or commas
source,href-link,title,date
Western Today,https://westerntoday.wwu.edu/features/honors-student-abigayle-peterson-develops-new-wellness-app-for-the-apple-store,Honors student Abigayle Peterson develops new wellness app for the Apple Store,November 4, 2020
Source,https://link.edu,gkeaogaejewagpijewajie  wewpogjeawopgeawgpie fwqfwqjqwj  johiohoioj hjb wqoifwqijf fne fjwiofjewoi jfeiw fefe,Date
